ID,Entry,OriginalEmotion
12979,üç yıl önce karanlık merdivenlerden yuvarlanıp yere çakılmıştım. Sanırım ölüme en çok yaklaştığım andı. En korktuğum an.,Fear
12980,"her şeyi alttan aldığım için insanların bunu istismar etmeleri ve beni aptal yerine koymaları deli eder beni. Akıllı insanlar asla unutmaz, sadece affeder.",Anger
12981,"sürekli aynı ortamı paylaştığım veya duygusal olarak aşırı bağlı olduğum insanların suratlarının asık olmasıdır herhalde beni en çok üzen. Bu kişiler aile, arkadaşlar olabilir.",Sadness
12983,çok farklı bir hayat yaşayan bir arkadaşımın nişanlanıp örtünmesi.,Surprise
12984,"
      sevdiklerimden ayrılıp kavuşmanın gerçekleşeceğini bilmek.
      Annemin ve babamın elini öpmek kadar mutlu olduğum bir durum yoktur.
    ",Happy
12985,bana güvenen insanların ve sevdiklerimin güvenini boşa çıkarmaktan korkuyorum.,Fear
12986,ırkçılık yapılmasından ve emanete ihanet etmekten nefret ederim.,Anger
12987,"
      insanların siyaset ve benzeri olaylardan dolayı ölmesi ve öldürülmesine üzülüyorum.
      Alkol uyuşturucu kullanan gençlere üzülmemek mümkün değil
    ",Sadness
12988,birinin kendisini övmesi ve beni yüzüme karşı övenlerden tiksinirim.,Disgust
12989,insanların vaktini boşa harcaması ve ebedi hayatı geçici hayata tercih etmeleri beni hep şaşırtmıştır.,Surprise
12990,sevdiğim insanlarla birlikte olduğum zamanlar mutlu olurum. Özellikle ailemle birlikte olduğum zamanlar,Happy
12991,bir gece kabus görmüştüm. Çok korkmuştum. Çünkü gerçek sanmıştım ve aniden uyandığımda rüya olduğuna inanması zor olmuştu.,Fear
12992,sabahları uyandırıldığımda çok sinirlenirim. Çünkü uyumayı sevdiğim için kendim uyanmayı tercih ederim.,Anger
12994,yemekten kıl çıkmasından nefret ederim. Hatta içim bulanır. O yemeği bir daha yemek istemem.,Disgust
12996,"yerde bir paket ""winston light"" sigarası bulduğum an çok mutlu olurum.",Happy
12997,küçükken üç harfliler musallat olduğu zaman,Fear
12998,hazırlık sınıfında yarım puandan bütünleme sınavına kalmam,Anger
12999,"""iddaa"" kuponunun tek golden yatması beni hüzünlendirir.",Sadness
13000,çinlilerin köpek eti ve böcek yediklerini öğrendiğim an,Disgust
13001,terör olaylarını şaşkınlıkla izliyorum,Surprise
13002,Türkiye'nin uluslararası statüde başarılı olduğunda. Örneğin siyaset meydanında veya milli maçlarda.,Happy
13003,biz Allah'tan başka bir şeyden korkmayız.,Fear
13004,120 küsür şehit verdiğimiz halde milli yas ilan edilmeyip barış elçilerinden 95 kişi öldüğünde yas ilan edilmesine öfkeleniyorum.,Anger
13005,şehit haberlerini aldığımda veya duyduğumda çok üzülürüm. Bu tür olayların bitmesini isterim.,Sadness
13007,Türkiye Cumhuriyeti'nin bu kadar imkanına rağmen beğenmeyenlere şaşmamak mümkün değil.,Surprise
13008,"""Türkiye-İzlanda"" futbol maçında seksen dokuzuncu dakikada attığımız gol ve en iyi üçüncü olarak Fransa'ya gitmemiz beni çok sevindirmişti.",Happy
13009,ülkemin şu anki durumundan korkuyorum.,Fear
13010,hazırlıkta finallerden geçemeyince kendime kızmıştım.,Anger
13011,Türkiye'de bugünlerde çıkan olaylarda şehit olan askerlerimize çok üzülüyorum.,Sadness
13012,"tiksindiğim tek şey terör örgütü ""pkk""",Disgust
13014,"
      kışın memleketime gittiğim zaman yemek yedikten sonra annem, babam ve abimle sıcacık sobanın yanında meyve, kestane yiyip televizyon seyrederken çok mutlu ve huzurlu oluyorum.
      Üniversite tercihlerimde İzmir şehri çıkınca da çok mutlu olmuştum.
    ",Happy
13015,yaz mevsiminde akşam ezanı vaktinde köyün dışında ineklerin ahırından arkadaşlarımla beraber eve gelirken köpek zincirini kopartıp benim üzerime doğru havlayarak geldiği zaman çok korkmuştum.,Fear
13016,haksızlığa uğradığım zaman ve arkadaşlarımın verdikleri sözden son anda döndüklerinde.,Anger
13017,"üniversiteyi kazanamadığım ilk yıl arkadaşlarımın çoğu kazanmıştı, bazıları kazanamamıştı ama sonuçlar açıklandığı an çok üzülüp ağlamıştım.",Sadness
13018,"tuvalete girmek istediğimde, tuvaletin çok pis bir şekilde bırakılması iğrenç bir durum.",Disgust
13020,"
      2014 yılında pes etmeyerek ikinci yılımda YGS'den yüksek puan alarak hayalini kurduğum üniversitede okuyorum. Şükür bu mutluluğu ailemin gözünde görebilmek anlatılmaz bir şey.
      Benden 15 yıl sonra doğmuş olan küçük kardeşimse en büyük mutluluk kaynağım benim.
    ",Happy
13021,tarlada aileme yardım ederken yılanla karşılaşmam en büyük korkumdu.,Fear
13022,birinin bana yalan söylediğinde ve beklettiğinde öfkelenirim.,Anger
13023,"
      YGS sınavına 2013 de yılında girdiğimde kazanamamıştım. Bu üzüntü ailemin bana gösterdiği çabanın karşılığını veremediğimi düşündüğüm içindi.
      En çok güvendiğim bir insanın beni hayal kırıklığına uğratması. Bana söylediği her güzel sözün bir yalandan ibaret olduğunu anladım. Neredeyse duygularımı kaybetmiştim.
    ",Sadness
13024,haddini bilmeyerek densiz insanların sokaklarda affedersiniz ama hayvan gibi yaşaması iğrenç bir durum.,Disgust
13026,"
      çalıştığım derslerden yüksek not almam.
      sevdiğim arkadaşlarla bir araya gelmek.
      ailemle beraber vakit geçirmek.
    ",Happy
13027,"
      gazetede okuduğum cinayet haberleri.
      sınavda beklediğim nottan düşük almak.
      gece karanlığı ve birinin beni aniden korkutması.
    ",Fear
13028,"
      derste öğrenciler tarafından hocayı duymadığım bir anda öfkelenirim.
      Hak etmediğim şeylerle karşılaşırsam öfkelenirim.
    ",Anger
13029,"
      memleketimden okuduğum şehre gelirken ailemle vedalaşmam.
      Ölüm haberlerini duyduğum zaman hissettiğim hüzün.
    ",Sadness
13030,"fareden, böcekten, yılandan ve sürüngen hayvanlardan tiksinirim.",Disgust
13031,sınıfımızın yüz kişilik olduğunu duyduğumdaki şaşkınlık hissi.,Surprise
13032,Türkiye'nin İzlanda karşısındaki galibiyeti,Happy
13035,"
      Türkiye'de yaşanan olan facialar ve şehit haberleri beni derinden yaraladı.
      insanların çok kolay kandırılması ve de birbirimizden uzaklaştırılmamız çok kötü. Ne yazık ki insanlarda sevgi saygı kalmadı. Her şey menfaate dönüştü.
    ",Sadness
13037,"İzmir'deki ""İzban"" kuyruğu beni çok şaşırttı.",Surprise
13038,Çok özlediğim birine kavuşunca mutlu olurum.,Happy
13039,Hiç kimsenin olmadığı sokakta karanlıkta tek başıma kalmaktan korkarım.,Fear
13040,Bir erkek beni kandırdığında öfkelenirim.,Anger
13041,Yakınlarımdan birisi öldüğünde üzülürüm.,Sadness
13042,Yemekte birisi geğirdiğinde tiksinirim.,Disgust
13043,Sınavdan beklemediğim notu alınca şaşırırım.,Surprise
13044,Okulda arkadaşımla oyun oynamaktan çok mutlu oluyorum.,Happy
13045,Annemin ölmesinden ya da hastalanmasından yalnız kalacağım için çok korkuyorum,Fear
13046,Toplum içinde küçük düşürüldüğümde veya dışlandığımda öfkelenirim.,Anger
13047,Sevdiğim kişiyi bir başkasının yanında görünce çok üzülmüştüm.,Sadness
13048,Yemeğin içinde kıl ve saç teli gördüğümde tiksinirim.,Disgust
13049,Hiç beklemediğim kişiyi görünce şaşırırım.,Surprise
13050,Ailemle birlikte olduğumda mutlu oluyorum.,Happy
13051,Yılandan korkarım.,Fear
13052,Yalan söyleyen insanlardan nefret ederim.,Anger
13053,Sevdiğim kişiden ayrılınca üzülürüm.,Sadness
13054,Fare gördüğümde tiksinirim.,Disgust
13055,Arkadaşımla aynı okula düşünce şaşırdım.,Surprise
13056,Sınavlardan 100 aldığımda,Happy
13057,Geceleri dini konular konuşulmasından,Fear
13058,Bazı kişilerin beni haksız yere suçlamasına öfkelenirim.,Anger
13059,Sınavlarda düşük not alınca,Sadness
13060,Birinin burnunu karıştırmasından tiksinirim.,Disgust
13061,Beklemediğim kişiden beklemediğim bir tepki veya eylem geldiğinde şaşırırım.,Surprise
13062,Sınavlarda başarılı olduğumda mutlu olurum.,Happy
13063,Böcekler ve yılandan korkarım.,Fear
13064,Torpil yapılması ve haksızlık karşısında öfkelenirim.,Anger
13065,Sevdiğim birinin başına kötü bir şey gelmesine üzülürüm.,Sadness
13066,Durumu iyi olduğu halde çöp karıştıran arkadaşımdan tiksindim.,Disgust
13067,Doğum günüme gelemeyeceğini söyleyen en yakın arkadaşımın büyük bir hediye ile gelmesine şaşırdım.,Surprise
13068,Başarılı olmaktan ve çikolata yemekten mutlu olurum.,Happy
13069,"Liseye başlarken ortama, arkadaşlarıma ve öğretmenlerime alışabilir miyim diye korkmuştum.",Fear
13070,Kardeşimin ve başkalarının benimle dalga geçmelerine öfkelenirim.,Anger
13071,Yaralı veya yardıma muhtaç bir hayvan gördüğümde üzülürüm.,Sadness
13072,Kibirli davranıp başkalarını ezen insanlardan tiksinirim.,Disgust
13073,Bazı insanların çok kolay arkadaş bulabilmesine şaşırıyorum.,Surprise
13074,Dans ederken ve müzik dinlerken mutlu olurum.,Happy
13075,Kendime inanmadığımda korkarım.,Fear
13076,Bir sözü tekrar tekrar söylettiklerinde öfkelenirim.,Anger
13077,"Annemin ""MP3"" ümü çamaşır makinesine atmasına çok üzüldüm.",Sadness
13078,İnsanların birbirini sınıflandırıp parçalamasından tiksinirim.,Disgust
13079,İnsanların seni kendilerine alıştırıp bırakmasına şaşırıyorum.,Surprise
13080,Eski bir tanıdığımı yolda görünce mutlu olurum.,Happy
13081,Evde yalnızken izlediğim korku filminin akabinde elektriklerin kesilmesinden korktum.,Fear
13082,Bir arkadaşımın bana sormadan benimle ilgili bir karar vermesine öfkelenirim.,Anger
13083,En yakın arkadaşımla kavga ettiğim gün üzüldüm.,Sadness
13084,Otobüste yanımda oturan kadının sürekli kusmasından tiksindim.,Disgust
13085,Hiç beklemediğim bir anda doğum günümde hediye paketinden çok istediğim bir şey çıkmasına şaşırdım.,Surprise
13086,Ailemin bana hediye almasından mutlu olurum.,Happy
13087,Ani gürültülerde korkarım.,Fear
13088,Aşırı ve gereksiz şeyler sorulduğunda öfkelenirim.,Anger
13089,Ölümlere üzülürüm.,Sadness
13090,Kanlı film sahnelerinden tiksinirim.,Disgust
13091,Beklemediğim şeyler olunca şaşırırım.,Surprise
13092,Mezuniyet günümde sevdiklerimin yanımda olmasından çok mutlu oldum.,Happy
13093,Arkadaşımın evinde yalnızken izlediğim korku filmi ve elektriklerin kesilmesinden korktum.,Fear
13094,"""Göztepe"" takımını tutuyorum takımımın kötülenmesine öfkeleniyorum.",Anger
13095,Arkadaşımın babasının ölümüne çok üzüldüm.,Sadness
13096,Okul servisinde birinin üzerine kusan çocuğu görünce ben de tiksintiyle kustum.,Disgust
13097,İzlediğim ve beğendiğim filmin sonunun beklediğim gibi çıkmamasına şaşırdım.,Surprise
13098,Oyunda kral olduğum zaman mutlu olurum.,Happy
13099,Korku filmi sonrası duyduğum seslerden korktum.,Fear
13100,Oyun oynanırken oyuncunun birinin bir diğerini hile ile oyun dışına çıkarmasına öfkelenirim.,Anger
13101,Çok sevdiğim bir arkadaşımın okuldan ayrılırken vedalaşmamıza çok üzüldüm.,Sadness
13102,"Video da izlediğim birinin ""tarantula"" yemesinden tiksindim.",Disgust
13103,Okulda yıl bitiminde ayrılacağını söyleyen bir arkadaşımı yeni dönem yeniden görünce şaşırdım.,Surprise
13104,Abimin önceden konuştuğumuz pahalı ve eğlenceli bir oyunu almasından çok mutlu oldum.,Happy
13107,Arkadaşımın köpeği ile parkta oyun oynarken bir şahsın yanına giden köpeğin tekmelenmesine üzüldüm.,Sadness
13108,Dolmuş şoförü yolcuların yanında yoldan geçen bir bayana laf attı. Yolcular tepki vermesine rağmen pişkince devam etti bu durumdan tiksindim.,Disgust
13110,Okul birincisi olduğumda benim için tören yapılmasında çok mutlu olmuştum.,Happy
13111,Yazlıkta gece uyurken arka terasta ağlayan kadın sesi duyduğumda çok korktum.,Fear
13112,Kafama bir şey atılmasına çok öfkelenirim.,Anger
13113,Yolda arabanın ezdiği kediyi görünce çok üzüldüm.,Sadness
13114,Kibirli insanlardan tiksiniyorum.,Disgust
13115,Küçükken doğum günümde arkadaşlarımın sürpriz yapmalarına şaşırmıştım.,Surprise
13116,TEOG sınav sonuçlarında başarılı olduğumda çok mutlu oldum.,Happy
13117,Gece korku filmi izlediğimde gördüğüm hayallerden korkarım.,Fear
13118,Okulda çıkan kavgada dövüldüğümde çok öfkelendim.,Anger
13119,Basketbol as takımına giremeyince üzüldüm.,Sadness
13120,Bamya yerken içerisindeki sümüksü maddeden tiksinirim.,Disgust
13121,Marsta su bulunduğu söylendiğinde çok şaşırdım.,Surprise
13122,TEOG sınavında tam puan alınca çok mutlu oldum.,Happy
13123,Ormanda yalnız gezerken köpeklerin kovalamasından korktum.,Fear
13124,Ülkemizin ve dünyanın kötü siyasi durumuna öfkeleniyorum.,Anger
13125,Dedemin ölümüne üzüldüm.,Sadness
13126,Okulda yediğimiz çok kötü yemekten dolayı bir çok kişi tiksintiyle kustu.,Disgust
13127,"""Erkin KORAY'ın"" ""John LENNON"" ile resmini görünce şaşırdım.",Surprise
13128,Muhabbet kuşumun kaçtığını düşünürken lambanın üzerinde bulunca çok sevindim.,Happy
13130,Anneme sövüldüğünde ( küfür edildiğinde ) öfkelenirim.,Anger
13132,Kesilen hayvanların bağırsaklarından çıkan dışkıdan tiksinirim.,Disgust
13133,"Evimizin arkasında ""UFO"" benzeri bir cismi gördüğümde çok şaşırdım.",Surprise
13134,Konuları ve soruları iyi anlayıp başarılı olunca mutlu olurum.,Happy
13135,Çabalarıma rağmen başarılı olamamaktan korkarım.,Fear
13136,Öğretmenlerin öğrenciler arasında ayrımcılık yapmalarına öfkelenirim.,Anger
13137,Sınavlardan düşük not aldığımda üzülürüm.,Sadness
13138,Ailemin kıyaslama yapılmasından tiksinirim.,Disgust
13140,İstediğim şeye sahip olmaktan mutlu olurum.,Happy
13141,Bilinmeyen şeylerden korkarım.,Fear
13142,Yanlış anlaşılırsam öfkelenirim.,Anger
13143,Kaybedersem üzülürüm.,Sadness
13144,Boş konuşan insanlardan tiksinirim.,Disgust
13145,Bir insanın cahilliği ile övünmesine şaşırırım.,Surprise
13146,Birileri tarafından sevilmek beni mutlu eder.,Happy
13147,Yalnız kalmaktan korkarım.,Fear
13148,Herhangi bir kişi tarafından bekletildiğimde öfkelenirim.,Anger
13149,Sevdiklerimin kötü olaylar yaşamasına üzülürüm.,Sadness
13150,Böcekleri öldürenlerden tiksinirim.,Disgust
13151,Doğada gerçekleşen ilginç olaylara şaşırırım.,Surprise
13152,İyi oynadığım basketbol maçını aldığımızda mutlu olurum.,Happy
13153,Uyku felci geçirip halüsinasyon görmeye başlamaktan korkarım.,Fear
13154,Biri bana sürekli ne yapacağımı söylerse öfkelenirim.,Anger
13155,Çok sevdiğim bir arkadaşımla tartıştığımda üzülürüm.,Sadness
13156,Yemekte yanımdaki kişinin uygun olmayan yemekleri karıştırmasından tiksinirim.,Disgust
13157,Doğru bildiğim şeylerin yanlış olduğunu öğrenince şaşarım.,Surprise
13158,Hayal ettiğim şeyi (Okulu kazanınca) olunca çok mutlu oldum.,Happy
13159,Dar ve kapalı bir alanda mahsur kalmaktan korkarım.,Fear
13160,Sevdiğim kişiler aleyhine konuşulmasına veya onlara zarar verilmesine öfkelenirim.,Anger
13161,Soma faciasında annemin akrabası ve arkadaşları vefat etti. Çok üzüldük.,Sadness
13162,Ellerini yıkamadan sofraya oturulmasından tiksinirim.,Disgust
13163,Çok güvendiğim insanın beklenmedik davranışına şaşırırım.,Surprise
13164,"Sorunlarımı paylaşan, benim geleceğime yön verebilen öğretmenimle tanışmaktan mutlu oldum.",Happy
13165,Sahilde yürürken köpeklerin havlamasından korktum.,Fear
13166,Kardeşim benimle yiyeceğini paylaşmadığında öfkelenirim.,Anger
13167,Benim yalnızlıktan sıkıntı çektiğimi düşünen biri olduğunu öğrendiğimde üzüldüm.,Sadness
13169,Daha önce tanıdığım birisinin farklı bir karakterde çıkması beni şaşırttı.,Surprise
13170,Çalışmalarımın karşılığını aldığımda ve takdir gördüğümde mutlu olurum.,Happy
13171,Görmediğim ve tanışmadığım insan dışı varlıklardan korkarım.,Fear
13172,Yalan söyleyen birinin yalanını inkar etmesine öfkelenirim.,Anger
13173,Başarmak için her şeyi yapmama rağmen başarısız olduğumda üzülürüm.,Sadness
13174,Kibirli insanlardan tiksinirim.,Disgust
13175,Beklemediğim tepkiyi alınca şaşırırım.,Surprise
13176,Buca Fen lisesine girdiğimi öğrenince çok mutlu oldum.,Happy
13177,5 yaşında iken evde yalnız kaldığımda korkmuştum.,Fear
13178,Bir kişiye sebepsiz yere hakaret edilmesine öfkelenirim.,Anger
13179,Babamın tayin olmasına üzüldüm.,Sadness
13180,Ölü insanı görmekten tiksinirim.,Disgust
